Date,City,AQI,AQI_Category,Traffic_Congestion_Pct,Traffic_Category,Energy_Consumption_MWh,Waste_Recycled_Pct,Waste_Landfill_Pct,Waste_Composted_Pct,Sustainability_Score
2023-03-01,Delhi,195,Moderate,83.5,Severe,648.7,44.8,44.1,11.1,34.6
2023-03-01,Bangalore,80,Satisfactory,64.2,High,459.7,61.5,30.1,8.4,61.5
2023-03-01,Chennai,121,Moderate,55.9,Moderate,464.0,62.0,20.2,17.8,60.9
2023-03-01,Hyderabad,127,Moderate,64.2,High,471.5,57.1,26.9,16.0,57.0
2023-03-02,Mumbai,126,Moderate,58.6,Moderate,545.6,62.3,21.9,15.8,54.9
2023-03-02,Delhi,217,Poor,85.5,Severe,615.1,38.2,50.0,11.8,33.6
2023-03-02,Bangalore,73,Satisfactory,64.6,High,438.5,56.2,32.1,11.7,62.1
2023-03-02,Chennai,112,Moderate,52.2,Moderate,410.3,61.3,24.2,14.5,65.6
2023-03-02,Hyderabad,120,Moderate,67.9,High,486.8,55.3,32.8,11.9,55.2
2023-03-03,Mumbai,132,Moderate,70.2,High,517.9,62.3,19.7,18.0,53.4
2023-03-03,Delhi,201,Poor,98.0,Severe,594.7,42.1,41.4,16.5,33.4
2023-03-03,Bangalore,58,Satisfactory,71.8,High,457.9,65.6,19.6,14.8,61.8
2023-03-03,Chennai,119,Moderate,55.7,Moderate,433.7,63.2,23.4,13.4,63.2
2023-03-03,Hyderabad,147,Moderate,57.6,Moderate,473.7,51.1,34.5,14.4,56.1
2023-03-04,Mumbai,151,Moderate,65.1,High,534.5,59.9,30.7,9.4,52.0
2023-03-04,Delhi,211,Poor,83.7,Severe,582.9,40.7,43.3,16.0,36.9
2023-03-04,Bangalore,72,Satisfactory,65.4,High,492.1,66.8,15.2,18.0,60.7
2023-03-04,Chennai,106,Moderate,52.8,Moderate,446.7,54.6,36.7,8.7,62.2
2023-03-04,Hyderabad,145,Moderate,63.5,High,446.9,61.9,26.7,11.4,58.6
2023-03-05,Mumbai,168,Moderate,64.8,High,507.9,56.0,26.3,17.7,51.9
2023-03-05,Delhi,174,Moderate,90.4,Severe,624.5,42.7,47.8,9.5,35.2
2023-03-05,Bangalore,103,Moderate,72.6,High,463.0,61.4,21.2,17.4,57.8
2023-03-05,Chennai,137,Moderate,52.9,Moderate,439.8,67.7,18.8,13.5,63.4
2023-03-05,Hyderabad,131,Moderate,68.6,High,455.3,59.0,31.3,9.7,57.1
2023-03-06,Mumbai,155,Moderate,70.8,High,494.0,52.6,33.3,14.1,51.4
2023-03-06,Delhi,223,Poor,78.5,High,613.3,41.1,50.4,8.5,35.6
2023-03-06,Bangalore,80,Satisfactory,61.9,High,440.2,59.4,28.4,12.2,62.8
2023-03-06,Chennai,96,Satisfactory,54.6,Moderate,422.7,59.6,22.8,17.6,64.8
2023-03-06,Hyderabad,88,Satisfactory,66.2,High,480.0,56.9,34.4,8.7,58.3
2023-03-07,Mumbai,163,Moderate,74.4,High,499.8,58.3,27.6,14.1,50.8
2023-03-07,Delhi,199,Moderate,93.8,Severe,604.1,34.1,48.1,17.8,32.4
2023-03-07,Bangalore,107,Moderate,72.2,High,445.6,63.7,23.6,12.7,59.2
2023-03-07,Chennai,109,Moderate,64.5,High,460.4,63.9,24.3,11.8,60.1
2023-03-07,Hyderabad,110,Moderate,62.0,High,501.7,58.2,30.5,11.3,56.9
2023-03-08,Mumbai,131,Moderate,69.6,High,522.9,53.3,33.6,13.1,51.5
2023-03-08,Delhi,195,Moderate,85.0,Severe,681.5,43.4,43.5,13.1,31.9
2023-03-08,Bangalore,107,Moderate,67.1,High,464.2,66.0,21.1,12.9,59.7
2023-03-08,Chennai,129,Moderate,54.1,Moderate,403.4,62.9,20.6,16.5,64.9
2023-03-08,Hyderabad,86,Satisfactory,70.2,High,482.8,53.3,35.0,11.7,56.5
2023-03-09,Mumbai,126,Moderate,76.6,High,533.0,62.8,28.5,8.7,51.3
2023-03-09,Delhi,179,Moderate,84.7,Severe,593.3,53.8,31.4,14.8,40.5
2023-03-09,Bangalore,131,Moderate,79.1,High,428.0,69.4,19.2,11.4,58.2
2023-03-09,Chennai,138,Moderate,56.2,Moderate,451.3,66.5,20.5,13.0,61.5
2023-03-09,Hyderabad,129,Moderate,65.9,High,473.1,63.9,23.5,12.6,57.7
2023-03-10,Mumbai,128,Moderate,67.5,High,500.5,62.9,27.5,9.6,55.5
2023-03-10,Delhi,239,Poor,84.4,Severe,601.7,45.5,38.2,16.3,34.8
2023-03-10,Bangalore,67,Satisfactory,66.1,High,453.0,72.0,16.3,11.7,64.3
2023-03-10,Chennai,87,Satisfactory,45.1,Moderate,393.7,58.4,26.3,15.3,69.3
2023-03-10,Hyderabad,118,Moderate,63.7,High,412.6,61.7,22.5,15.8,62.3
2023-03-11,Mumbai,149,Moderate,64.2,High,512.9,52.8,37.5,9.7,52.3
2023-03-11,Delhi,193,Moderate,79.0,High,619.2,40.1,45.1,14.8,36.7
2023-03-11,Bangalore,138,Moderate,70.9,High,474.5,65.5,23.4,11.1,56.2
2023-03-11,Chennai,126,Moderate,67.5,High,396.2,65.7,17.1,17.2,62.7
2023-03-11,Hyderabad,140,Moderate,58.0,Moderate,505.1,60.8,29.1,10.1,56.4
2023-03-12,Mumbai,133,Moderate,79.9,High,494.3,57.4,32.9,9.7,51.4
2023-03-12,Delhi,224,Poor,82.1,Severe,578.6,47.5,37.3,15.2,38.1
2023-03-12,Bangalore,78,Satisfactory,60.8,High,454.9,63.3,26.2,10.5,63.1
2023-03-12,Chennai,98,Satisfactory,58.5,Moderate,464.9,61.4,27.7,10.9,61.5
2023-03-12,Hyderabad,127,Moderate,74.0,High,478.6,63.4,19.3,17.3,55.4
2023-03-13,Mumbai,149,Moderate,67.4,High,552.5,62.2,26.0,11.8,50.9
2023-03-13,Delhi,243,Poor,83.6,Severe,662.0,40.0,49.1,10.9,29.9
2023-03-13,Bangalore,88,Satisfactory,77.2,High,451.5,68.6,20.8,10.6,59.7
2023-03-13,Chennai,98,Satisfactory,60.5,High,372.3,59.8,25.2,15.0,66.4
2023-03-13,Hyderabad,136,Moderate,71.3,High,470.9,58.5,26.8,14.7,55.0
2023-03-14,Mumbai,120,Moderate,70.3,High,549.3,59.3,25.5,15.2,51.5
2023-03-14,Delhi,235,Poor,91.1,Severe,647.9,42.2,40.5,17.3,29.8
2023-03-14,Bangalore,60,Satisfactory,75.7,High,494.7,61.8,28.2,10.0,57.7
2023-03-14,Chennai,125,Moderate,58.8,Moderate,400.1,55.1,36.0,8.9,62.6
2023-03-14,Hyderabad,100,Satisfactory,61.7,High,478.2,50.7,32.2,17.1,57.6
2023-03-15,Mumbai,162,Moderate,83.1,Severe,550.3,66.0,16.0,18.0,47.1
2023-03-15,Delhi,193,Moderate,89.2,Severe,680.8,38.0,44.7,17.3,29.9
2023-03-15,Bangalore,97,Satisfactory,67.4,High,457.0,64.2,18.0,17.8,60.4
2023-03-15,Chennai,98,Satisfactory,77.6,High,406.3,60.7,21.9,17.4,60.2
2023-03-15,Hyderabad,132,Moderate,59.6,Moderate,495.2,61.8,28.6,9.6,57.3
2023-03-16,Mumbai,132,Moderate,73.2,High,539.1,64.0,20.1,15.9,51.6
2023-03-16,Delhi,182,Moderate,80.8,Severe,636.7,49.0,34.0,17.0,37.6
2023-03-16,Bangalore,105,Moderate,61.6,High,508.2,68.1,22.1,9.8,58.9
2023-03-16,Chennai,120,Moderate,64.1,High,440.3,65.1,24.5,10.4,61.0
2023-03-16,Hyderabad,121,Moderate,50.1,Moderate,474.6,66.1,25.8,8.1,62.5
2023-03-17,Mumbai,129,Moderate,64.4,High,533.9,58.8,30.1,11.1,53.3
2023-03-17,Delhi,192,Moderate,89.0,Severe,647.0,38.2,50.7,11.1,32.2
2023-03-17,Bangalore,125,Moderate,77.0,High,458.4,70.3,19.5,10.2,57.4
2023-03-17,Chennai,117,Moderate,62.6,High,439.4,56.5,31.3,12.2,59.9
2023-03-17,Hyderabad,101,Moderate,62.9,High,446.9,58.6,31.2,10.2,60.8
2023-03-18,Mumbai,145,Moderate,82.1,Severe,528.7,56.8,30.7,12.5,47.8
2023-03-18,Delhi,208,Poor,82.7,Severe,600.1,41.4,45.1,13.5,36.4
2023-03-18,Bangalore,72,Satisfactory,67.7,High,485.7,67.9,18.9,13.2,60.7
2023-03-18,Chennai,119,Moderate,62.7,High,428.6,61.1,25.8,13.1,61.4
2023-03-18,Hyderabad,127,Moderate,58.8,Moderate,457.0,59.6,31.8,8.6,59.8
2023-03-19,Mumbai,113,Moderate,74.5,High,515.0,54.0,29.8,16.2,52.0
2023-03-19,Delhi,209,Poor,77.1,High,636.5,43.0,48.4,8.6,35.8
2023-03-19,Bangalore,137,Moderate,67.5,High,533.4,68.9,22.8,8.3,54.1
2023-03-19,Chennai,84,Satisfactory,65.6,High,448.2,51.0,34.5,14.5,59.5
2023-03-19,Hyderabad,70,Satisfactory,74.0,High,445.2,65.4,17.5,17.1,61.3
2023-03-20,Mumbai,126,Moderate,78.4,High,500.3,53.8,31.7,14.5,51.1
2023-03-20,Delhi,203,Poor,88.1,Severe,574.2,40.9,43.8,15.3,36.8
2023-03-20,Bangalore,95,Satisfactory,68.5,High,495.0,65.5,19.8,14.7,58.1
2023-03-20,Chennai,89,Satisfactory,58.0,Moderate,450.1,59.3,29.2,11.5,62.6
2023-03-20,Hyderabad,113,Moderate,78.9,High,487.7,58.1,25.8,16.1,53.4
2023-03-21,Mumbai,118,Moderate,77.0,High,524.0,57.5,32.4,10.1,51.2
2023-03-21,Delhi,214,Poor,85.9,Severe,571.8,38.4,53.1,8.5,36.4
2023-03-21,Bangalore,94,Satisfactory,61.9,High,472.1,67.8,15.6,16.6,61.7
2023-03-21,Chennai,130,Moderate,62.5,High,426.5,69.1,15.6,15.3,62.5
2023-03-21,Hyderabad,110,Moderate,72.4,High,477.7,56.9,32.1,11.0,55.6
2023-03-22,Mumbai,161,Moderate,78.9,High,524.6,61.3,30.1,8.6,48.8
2023-03-22,Delhi,245,Poor,81.1,Severe,645.7,39.0,48.7,12.3,31.2
2023-03-22,Bangalore,47,Good,68.4,High,511.8,62.9,21.2,15.9,59.4
2023-03-22,Chennai,102,Moderate,65.7,High,457.3,65.1,19.4,15.5,60.6
2023-03-22,Hyderabad,85,Satisfactory,66.9,High,475.3,66.0,17.9,16.1,60.4
2023-03-23,Mumbai,165,Moderate,68.1,High,557.5,57.0,33.7,9.3,48.4
2023-03-23,Delhi,211,Poor,89.0,Severe,569.0,34.8,48.7,16.5,35.2
2023-03-23,Bangalore,119,Moderate,73.3,High,478.7,67.9,17.4,14.7,56.9
2023-03-23,Chennai,81,Satisfactory,52.6,Moderate,459.2,68.3,16.5,15.2,65.7
2023-03-23,Hyderabad,101,Moderate,62.5,High,508.4,57.4,25.0,17.6,56.8
2023-03-24,Mumbai,187,Moderate,73.4,High,534.6,57.5,24.5,18.0,47.3
2023-03-24,Delhi,197,Moderate,85.6,Severe,593.9,40.3,42.5,17.2,36.5
2023-03-24,Bangalore,66,Satisfactory,64.7,High,442.9,68.4,20.0,11.6,64.6
2023-03-24,Chennai,108,Moderate,67.2,High,426.3,62.0,20.2,17.8,61.2
2023-03-24,Hyderabad,86,Satisfactory,67.2,High,514.8,58.0,29.9,12.1,56.2
2023-03-25,Mumbai,133,Moderate,70.4,High,534.2,60.5,22.2,17.3,51.9
2023-03-25,Delhi,194,Moderate,82.0,Severe,625.4,44.9,43.3,11.8,36.5
2023-03-25,Bangalore,106,Moderate,61.9,High,444.3,60.0,29.4,10.6,61.1
2023-03-25,Chennai,130,Moderate,45.9,Moderate,418.1,58.4,31.9,9.7,65.0
2023-03-25,Hyderabad,123,Moderate,61.5,High,483.6,55.4,27.4,17.2,56.9
2023-03-26,Mumbai,120,Moderate,69.8,High,527.3,58.4,25.1,16.5,52.8
2023-03-26,Delhi,235,Poor,82.0,Severe,612.8,37.9,45.7,16.4,33.4
2023-03-26,Bangalore,98,Satisfactory,77.3,High,505.6,65.3,23.0,11.7,55.0
2023-03-26,Chennai,90,Satisfactory,54.0,Moderate,414.4,58.9,28.2,12.9,65.7
2023-03-26,Hyderabad,143,Moderate,65.3,High,526.7,60.4,28.9,10.7,53.0
2023-03-27,Mumbai,148,Moderate,71.8,High,537.4,52.5,31.4,16.1,48.8
2023-03-27,Delhi,217,Poor,83.5,Severe,624.0,43.3,46.8,9.9,34.5
2023-03-27,Bangalore,62,Satisfactory,66.2,High,466.7,69.0,19.3,11.7,63.1
2023-03-27,Chennai,91,Satisfactory,64.3,High,461.4,61.8,23.4,14.8,60.7
2023-03-27,Hyderabad,135,Moderate,57.9,Moderate,521.8,54.7,36.4,8.9,54.5
2023-03-28,Mumbai,128,Moderate,77.2,High,523.9,58.2,32.1,9.7,50.7
2023-03-28,Delhi,191,Moderate,85.0,Severe,618.3,37.0,46.4,16.6,34.8
2023-03-28,Bangalore,113,Moderate,72.1,High,489.9,65.7,17.6,16.7,56.5
2023-03-28,Chennai,126,Moderate,55.6,Moderate,451.3,62.5,20.2,17.3,61.6
2023-03-28,Hyderabad,139,Moderate,60.4,High,557.5,61.9,27.0,11.1,52.8
2023-03-29,Mumbai,168,Moderate,70.1,High,520.7,51.7,36.3,12.0,48.9
2023-03-29,Delhi,219,Poor,86.7,Severe,613.4,49.6,38.5,11.9,35.5
2023-03-29,Bangalore,108,Moderate,64.7,High,470.6,62.8,19.3,17.9,59.2
2023-03-29,Chennai,107,Moderate,53.0,Moderate,449.8,61.8,25.8,12.4,63.3
2023-03-29,Hyderabad,129,Moderate,60.4,High,498.9,50.1,37.9,12.0,54.7
2023-03-30,Mumbai,146,Moderate,70.5,High,506.3,70.4,16.7,12.9,54.8
2023-03-30,Delhi,184,Moderate,96.2,Severe,568.8,44.5,40.9,14.6,37.0
2023-03-30,Bangalore,116,Moderate,72.3,High,484.1,59.0,32.2,8.8,55.3
2023-03-30,Chennai,126,Moderate,67.8,High,407.2,57.1,31.7,11.2,60.2
2023-03-30,Hyderabad,121,Moderate,65.4,High,479.9,63.5,25.8,10.7,57.8
2023-03-31,Mumbai,153,Moderate,74.9,High,483.8,59.6,28.3,12.1,52.5
2023-03-31,Delhi,227,Poor,85.9,Severe,643.8,45.0,43.8,11.2,32.4
2023-03-31,Bangalore,84,Satisfactory,71.3,High,460.4,66.1,16.9,17.0,60.3
2023-03-31,Chennai,151,Moderate,50.7,Moderate,423.5,60.9,27.3,11.8,62.7
2023-03-31,Hyderabad,130,Moderate,68.9,High,479.2,60.1,27.6,12.3,55.8
2023-04-01,Mumbai,127,Moderate,75.3,High,644.2,59.4,30.1,10.5,43.9
2023-04-01,Delhi,193,Moderate,79.3,High,736.8,43.8,45.2,11.0,32.4
2023-04-01,Bangalore,110,Moderate,66.3,High,524.6,60.0,28.7,11.3,54.8
2023-04-01,Chennai,93,Satisfactory,69.5,High,579.5,53.6,37.0,9.4,50.3
2023-04-01,Hyderabad,101,Moderate,78.1,High,595.9,63.3,19.1,17.6,48.6
2023-04-02,Mumbai,160,Moderate,71.0,High,612.2,53.6,32.6,13.8,43.9
2023-04-02,Delhi,211,Poor,90.8,Severe,744.2,38.3,52.6,9.1,27.3
2023-04-02,Bangalore,73,Satisfactory,64.9,High,520.5,63.3,23.2,13.5,58.3
2023-04-02,Chennai,129,Moderate,58.1,Moderate,519.7,57.8,31.3,10.9,55.6
2023-04-02,Hyderabad,108,Moderate,54.6,Moderate,596.7,56.1,30.9,13.0,52.5
2023-04-03,Mumbai,136,Moderate,68.7,High,598.2,52.7,31.4,15.9,46.6
2023-04-03,Delhi,259,Poor,93.2,Severe,701.9,42.5,44.4,13.1,24.7
2023-04-03,Bangalore,119,Moderate,63.6,High,512.9,63.1,25.3,11.6,56.3
2023-04-03,Chennai,128,Moderate,55.5,Moderate,519.8,60.7,23.6,15.7,56.8
2023-04-03,Hyderabad,111,Moderate,60.3,High,582.6,59.0,23.2,17.8,52.4
2023-04-04,Mumbai,137,Moderate,66.6,High,625.3,47.6,40.1,12.3,44.3
2023-04-04,Delhi,224,Poor,85.3,Severe,695.8,41.7,44.5,13.8,28.8
2023-04-04,Bangalore,78,Satisfactory,65.0,High,524.0,69.3,16.8,13.9,58.9
2023-04-04,Chennai,93,Satisfactory,60.0,High,541.9,62.3,25.5,12.2,56.8
2023-04-04,Hyderabad,129,Moderate,64.3,High,603.4,59.2,29.7,11.1,49.1
2023-04-05,Mumbai,133,Moderate,73.1,High,590.1,58.5,29.1,12.4,47.3
2023-04-05,Delhi,205,Poor,80.0,Severe,715.0,48.9,41.9,9.2,32.5
2023-04-05,Bangalore,110,Moderate,61.0,High,556.1,62.8,19.4,17.8,54.7
2023-04-05,Chennai,110,Moderate,63.7,High,548.6,66.3,16.1,17.6,55.2
2023-04-05,Hyderabad,122,Moderate,71.1,High,605.2,65.2,22.5,12.3,48.9
2023-04-06,Mumbai,169,Moderate,73.5,High,637.1,63.1,25.0,11.9,43.0
2023-04-06,Delhi,207,Poor,81.1,Severe,732.8,34.7,56.7,8.6,29.2
2023-04-06,Bangalore,124,Moderate,75.3,High,574.3,68.3,19.1,12.6,50.3
2023-04-06,Chennai,107,Moderate,71.9,High,485.8,61.0,25.0,14.0,56.2
2023-04-06,Hyderabad,102,Moderate,59.9,Moderate,554.5,66.3,19.5,14.2,56.3
2023-04-07,Mumbai,156,Moderate,63.4,High,611.8,63.3,27.9,8.8,48.0
2023-04-07,Delhi,216,Poor,87.2,Severe,725.5,44.4,40.7,14.9,29.1
2023-04-07,Bangalore,76,Satisfactory,67.6,High,583.1,68.0,22.1,9.9,54.4
2023-04-07,Chennai,92,Satisfactory,53.1,Moderate,449.3,48.4,38.1,13.5,61.6
2023-04-07,Hyderabad,110,Moderate,65.2,High,575.0,64.0,27.5,8.5,52.7
2023-04-08,Mumbai,143,Moderate,72.6,High,660.1,63.6,18.8,17.6,43.5
2023-04-08,Delhi,189,Moderate,84.8,Severe,719.6,38.2,45.4,16.4,30.1
2023-04-08,Bangalore,88,Satisfactory,68.2,High,613.8,66.3,22.8,10.9,51.3
2023-04-08,Chennai,107,Moderate,67.4,High,544.3,65.9,18.7,15.4,54.6
2023-04-08,Hyderabad,122,Moderate,57.5,Moderate,599.2,61.3,22.9,15.8,51.9
2023-04-09,Mumbai,153,Moderate,66.9,High,627.9,57.0,27.8,15.2,45.0
2023-04-09,Delhi,158,Moderate,79.8,High,777.2,46.5,38.0,15.5,34.9
2023-04-09,Bangalore,75,Satisfactory,89.9,Severe,537.6,66.2,17.6,16.2,51.4
2023-04-09,Chennai,57,Satisfactory,67.2,High,531.5,59.1,24.8,16.1,57.1
2023-04-09,Hyderabad,106,Moderate,62.1,High,577.6,54.5,35.8,9.7,51.7
2023-04-10,Mumbai,153,Moderate,75.1,High,626.8,59.3,29.2,11.5,43.5
2023-04-10,Delhi,206,Poor,92.3,Severe,711.1,47.6,41.5,10.9,29.1
2023-04-10,Bangalore,91,Satisfactory,79.8,High,609.1,64.5,26.5,9.0,48.2
2023-04-10,Chennai,141,Moderate,57.6,Moderate,609.9,55.9,27.4,16.7,49.0
2023-04-10,Hyderabad,145,Moderate,73.6,High,588.1,66.3,17.4,16.3,48.2
2023-04-11,Mumbai,147,Moderate,63.0,High,584.7,58.3,31.0,10.7,49.3
2023-04-11,Delhi,193,Moderate,88.4,Severe,690.7,35.9,55.2,8.9,29.1
2023-04-11,Bangalore,81,Satisfactory,67.5,High,590.5,63.5,19.0,17.5,52.8
2023-04-11,Chennai,109,Moderate,60.4,High,535.4,55.6,29.1,15.3,54.8
2023-04-11,Hyderabad,94,Satisfactory,67.3,High,581.2,61.1,25.6,13.3,52.2
2023-04-12,Mumbai,149,Moderate,78.2,High,629.6,61.1,22.6,16.3,43.1
2023-04-12,Delhi,198,Moderate,91.7,Severe,700.4,40.1,48.5,11.4,28.2
2023-04-12,Bangalore,93,Satisfactory,66.3,High,606.6,69.1,18.3,12.6,52.5
2023-04-12,Chennai,135,Moderate,68.3,High,527.0,62.1,20.3,17.6,53.1
2023-04-12,Hyderabad,128,Moderate,73.8,High,617.4,64.3,26.1,9.6,46.9
2023-04-13,Mumbai,158,Moderate,70.0,High,611.1,55.5,32.8,11.7,44.7
2023-04-13,Delhi,219,Poor,82.9,Severe,711.6,44.1,40.9,15.0,30.0
2023-04-13,Bangalore,98,Satisfactory,76.7,High,563.6,64.8,22.4,12.8,51.4
2023-04-13,Chennai,119,Moderate,63.2,High,526.3,61.5,23.5,15.0,55.2
2023-04-13,Hyderabad,142,Moderate,48.7,Moderate,573.9,61.0,30.3,8.7,54.4
2023-04-14,Mumbai,123,Moderate,78.5,High,644.8,60.1,23.1,16.8,43.5
2023-04-14,Delhi,230,Poor,92.8,Severe,732.3,39.9,42.2,17.9,26.0
2023-04-14,Bangalore,109,Moderate,73.8,High,607.4,65.3,22.3,12.4,48.9
2023-04-14,Chennai,106,Moderate,51.7,Moderate,545.9,65.4,19.7,14.9,58.4
2023-04-14,Hyderabad,125,Moderate,63.0,High,628.5,63.9,22.2,13.9,49.0
2023-04-15,Mumbai,110,Moderate,82.3,Severe,617.5,60.0,29.2,10.8,45.0
2023-04-15,Delhi,230,Poor,88.8,Severe,698.8,38.8,45.4,15.8,26.8
2023-04-15,Bangalore,82,Satisfactory,57.2,Moderate,550.2,62.2,24.6,13.2,57.6
2023-04-15,Chennai,80,Satisfactory,59.4,Moderate,525.2,63.3,19.7,17.0,58.9
2023-04-15,Hyderabad,140,Moderate,63.0,High,614.8,63.1,23.0,13.9,48.8
2023-04-16,Mumbai,96,Satisfactory,69.1,High,693.7,57.2,33.5,9.3,43.8
2023-04-16,Delhi,225,Poor,79.0,High,701.8,46.5,37.9,15.6,31.1
2023-04-16,Bangalore,125,Moderate,65.1,High,575.2,65.2,24.2,10.6,52.1
2023-04-16,Chennai,116,Moderate,60.5,High,536.7,57.4,28.3,14.3,54.6
2023-04-16,Hyderabad,101,Moderate,65.0,High,584.3,58.4,28.2,13.4,51.6
2023-04-17,Mumbai,134,Moderate,68.8,High,610.8,62.5,27.5,10.0,47.8
2023-04-17,Delhi,218,Poor,78.0,High,699.1,45.6,38.1,16.3,31.6
2023-04-17,Bangalore,92,Satisfactory,66.0,High,548.6,58.9,24.6,16.5,54.2
2023-04-17,Chennai,117,Moderate,60.9,High,497.8,63.8,22.1,14.1,58.2
2023-04-17,Hyderabad,109,Moderate,74.2,High,587.1,58.0,26.9,15.1,48.6
2023-04-18,Mumbai,142,Moderate,68.6,High,658.9,56.6,27.6,15.8,43.2
2023-04-18,Delhi,208,Poor,81.4,Severe,768.5,47.0,42.3,10.7,31.6
2023-04-18,Bangalore,118,Moderate,61.3,High,617.5,66.3,23.0,10.7,51.0
2023-04-18,Chennai,136,Moderate,63.7,High,517.4,61.3,26.1,12.6,54.6
2023-04-18,Hyderabad,106,Moderate,70.4,High,561.8,58.4,31.0,10.6,51.4
2023-04-19,Mumbai,164,Moderate,76.7,High,620.3,55.2,31.7,13.1,42.0
2023-04-19,Delhi,245,Poor,88.3,Severe,733.2,46.5,41.7,11.8,27.5
2023-04-19,Bangalore,119,Moderate,79.2,High,587.8,61.0,21.9,17.1,47.3
2023-04-19,Chennai,109,Moderate,53.8,Moderate,514.4,65.7,19.1,15.2,59.8
2023-04-19,Hyderabad,119,Moderate,67.4,High,563.3,63.4,19.6,17.0,52.2
2023-04-20,Mumbai,159,Moderate,81.8,Severe,698.0,56.8,34.5,8.7,36.5
2023-04-20,Delhi,196,Moderate,86.1,Severe,747.0,39.1,47.4,13.5,29.5
2023-04-20,Bangalore,107,Moderate,68.2,High,540.5,63.7,22.1,14.2,54.2
2023-04-20,Chennai,87,Satisfactory,61.8,High,476.4,62.3,27.7,10.0,60.8
2023-04-20,Hyderabad,145,Moderate,59.1,Moderate,588.1,60.5,27.4,12.1,50.6
2023-04-21,Mumbai,147,Moderate,77.5,High,656.8,51.1,31.4,17.5,39.7
2023-04-21,Delhi,236,Poor,85.1,Severe,760.2,36.8,54.2,9.0,26.9
2023-04-21,Bangalore,82,Satisfactory,67.2,High,553.5,65.1,16.9,18.0,55.5
2023-04-21,Chennai,108,Moderate,57.4,Moderate,584.3,57.9,28.9,13.2,53.0
2023-04-21,Hyderabad,115,Moderate,59.5,Moderate,600.5,59.7,31.3,9.0,51.4
2023-04-22,Mumbai,167,Moderate,80.3,Severe,658.6,60.3,27.4,12.3,39.6
2023-04-22,Delhi,223,Poor,84.0,Severe,730.2,45.5,38.5,16.0,29.7
2023-04-22,Bangalore,86,Satisfactory,58.7,Moderate,554.1,67.9,23.4,8.7,57.9
2023-04-22,Chennai,119,Moderate,70.0,High,513.0,60.8,29.6,9.6,54.2
2023-04-22,Hyderabad,102,Moderate,66.3,High,512.4,57.7,32.2,10.1,55.6
2023-04-23,Mumbai,140,Moderate,76.4,High,636.8,59.6,25.5,14.9,43.4
2023-04-23,Delhi,223,Poor,76.8,High,787.2,43.9,44.8,11.3,31.2
2023-04-23,Bangalore,106,Moderate,70.5,High,541.8,68.8,16.4,14.8,54.7
2023-04-23,Chennai,106,Moderate,78.3,High,558.0,62.8,24.7,12.5,50.5
2023-04-23,Hyderabad,120,Moderate,60.5,High,535.4,61.7,28.9,9.4,55.3
2023-04-24,Mumbai,179,Moderate,72.8,High,639.8,57.8,26.0,16.2,41.4
2023-04-24,Delhi,192,Moderate,91.1,Severe,707.6,37.8,51.6,10.6,28.3
2023-04-24,Bangalore,96,Satisfactory,66.8,High,623.5,68.4,19.2,12.4,51.0
2023-04-24,Chennai,137,Moderate,69.4,High,540.9,58.8,32.8,8.4,51.1
2023-04-24,Hyderabad,109,Moderate,65.9,High,538.2,56.7,31.4,11.9,53.4
2023-04-25,Mumbai,172,Moderate,73.7,High,633.7,60.5,29.6,9.9,42.5
2023-04-25,Delhi,203,Poor,97.2,Severe,772.7,43.2,46.3,10.5,27.2
2023-04-25,Bangalore,90,Satisfactory,73.9,High,553.9,64.6,24.6,10.8,53.2
2023-04-25,Chennai,118,Moderate,63.0,High,555.4,58.8,26.9,14.3,53.0
2023-04-25,Hyderabad,130,Moderate,54.9,Moderate,640.2,59.5,28.9,11.6,49.1
2023-04-26,Mumbai,125,Moderate,70.1,High,654.2,55.5,32.6,11.9,43.9
2023-04-26,Delhi,217,Poor,89.8,Severe,744.3,50.3,33.9,15.8,29.6
2023-04-26,Bangalore,147,Moderate,74.7,High,513.7,63.7,18.3,18.0,51.9
2023-04-26,Chennai,118,Moderate,59.6,Moderate,515.0,59.4,24.4,16.2,56.5
2023-04-26,Hyderabad,125,Moderate,64.0,High,609.1,59.9,23.6,16.5,49.2
2023-04-27,Mumbai,150,Moderate,66.6,High,654.8,51.5,38.7,9.8,42.5
2023-04-27,Delhi,183,Moderate,79.0,High,710.5,33.6,58.1,8.3,31.0
2023-04-27,Bangalore,82,Satisfactory,54.1,Moderate,528.4,63.0,27.1,9.9,59.9
2023-04-27,Chennai,147,Moderate,59.1,Moderate,502.2,62.2,24.9,12.9,56.2
2023-04-27,Hyderabad,131,Moderate,67.3,High,595.1,64.8,27.2,8.0,49.8
2023-04-28,Mumbai,156,Moderate,70.0,High,656.5,62.6,20.2,17.2,43.4
2023-04-28,Delhi,219,Poor,80.6,Severe,771.5,42.7,40.1,17.2,30.2
2023-04-28,Bangalore,100,Satisfactory,56.5,Moderate,612.9,57.2,31.1,11.7,51.8
2023-04-28,Chennai,127,Moderate,57.9,Moderate,548.5,64.0,26.6,9.4,55.2
2023-04-28,Hyderabad,144,Moderate,77.2,High,607.8,50.2,35.3,14.5,42.9
2023-04-29,Mumbai,167,Moderate,86.0,Severe,600.1,49.4,34.7,15.9,39.6
2023-04-29,Delhi,214,Poor,92.9,Severe,743.6,45.1,40.0,14.9,28.0
